"weight","sex","hindfoot_length","species_id"
23,"M",22,"PP"
21,"F",22,"PP"
23,"F",21,"PM"
13,"F",16,"RM"
32,"M",20,"OL"
18,"F",22,"PP"
22,"F",22,"PP"
48,"M",37,"DM"
17,"F",21,"PM"
65,"M",36,"DO"
22,"M",23,"PP"
10,"M",16,"RM"
10,"F",16,"PF"
22,"M",22,"PP"
51,"F",36,"DM"
35,"F",35,"DO"
22,"F",21,"PP"
23,"M",23,"PP"
13,"M",17,"RM"
30,"F",20,"OT"
37,"F",20,"OL"
44,"F",35,"DM"
29,"F",21,"OT"
19,"M",22,"PP"
19,"M",19,"PM"
42,"F",26,"PB"
31,"M",21,"PB"
16,"M",21,"PP"
20,"M",22,"PP"
12,"M",17,"RM"
23,"F",20,"PE"
9,"M",15,"PF"
45,"F",36,"DM"
21,"F",22,"PP"
46,"M",38,"DM"
19,"M",21,"PM"
59,"M",36,"DO"
21,"M",22,"PP"
21,"M",22,"PF"
17,"F",22,"PP"
,,,"PM"
57,"M",36,"DO"
38,"F",22,"OT"
22,"M",22,"PP"
46,"F",38,"DM"
55,"F",35,"DO"
48,"M",38,"DM"
10,"F",15,"PF"
11,"M",15,"RM"
26,"M",27,"PB"
10,"M",16,"PF"
24,"F",22,"PM"
22,"M",33,"DM"
21,"M",22,"PP"
9,"F",16,"PF"
20,"F",23,"PP"
14,"M",17,"RM"
11,"M",17,"RM"
20,"M",22,"PP"
22,"M",22,"PP"
49,"M",35,"DM"
51,"F",36,"DM"
30,"M",22,"PM"
24,"F",23,"PP"
45,"F",32,"DO"
25,"M",23,"PP"
23,"M",22,"PP"
50,"M",37,"DM"
16,"M",19,"PE"
32,"F",21,"PM"
45,"M",37,"DM"
53,"F",35,"DM"
20,"F",23,"PP"
51,"M",34,"DO"
20,"M",21,"PP"
22,"F",18,"PM"
8,"M",15,"PF"
31,"F",21,"OT"
42,"F",35,"DM"
12,"M",17,"RM"
16,"F",17,"RM"
8,"M",16,"RM"
8,"M",16,"PF"
14,"F",18,"RM"
21,"M",23,"PP"
30,"M",21,"OT"
21,"F",23,"PP"
56,"F",37,"DO"
9,"M",14,"PF"
9,"M",15,"PF"
44,"M",35,"DM"
36,"M",36,"DO"
44,"M",36,"DM"
28,"F",19,"PM"
27,"F",20,"OT"
20,"M",21,"PP"
23,"M",23,"PP"
10,"M",14,"RM"
38,"F",26,"PB"
51,"M",32,"DO"
28,"M",20,"OT"
50,"M",36,"DM"
17,"M",20,"PM"
41,"M",34,"DO"
55,"M",34,"DO"
7,"M",14,"PF"
22,"M",23,"PP"
57,"F",36,"DO"
46,"F",35,"DM"
8,"M",14,"PF"
12,"M",16,"RM"
42,"M",31,"DM"
17,"F",21,"PP"
19,"F",24,"PP"
57,"F",35,"DO"
46,"F",34,"DM"
15,"F",22,"PP"
22,"M",23,"PM"
38,"F",21,"OL"
9,"F",16,"PF"
50,"M",37,"DO"
8,"F",17,"RM"
14,"F",21,"PP"
29,"F",20,"OT"
23,"M",21,"PM"
48,"F",38,"DM"
13,"M",16,"RM"
12,"M",16,"RM"
34,"F",21,"OT"
31,"F",34,"DM"
20,"F",17,"RF"
55,"F",33,"DO"
12,"M",17,"RM"
52,"M",37,"DM"
16,"M",21,"PM"
23,"F",20,"PE"
12,"M",17,"RM"
7,"M",15,"PF"
22,"F",20,"PM"
10,"M",15,"PF"
40,"F",34,"DM"
48,"M",34,"DM"
15,"M",22,"PP"
50,"M",37,"DM"
18,"F",21,"PP"
11,"M",15,"PF"
52,"F",33,"DO"
20,"F",20,"PM"
25,"F",20,"PM"
33,"M",35,"DO"
59,"F",37,"DM"
52,"F",35,"DM"
32,"M",21,"OT"
49,"F",34,"DO"
55,"M",37,"DM"
22,"F",20,"PM"
8,"F",16,"PF"
40,"M",37,"DM"
9,"F",15,"PF"
51,"M",35,"DM"
16,"F",20,"PP"
26,"M",21,"PM"
,,,"DM"
52,"F",35,"DM"
23,"F",22,"PP"
22,"M",23,"PP"
26,"F",25,"PB"
26,"F",17,"OT"
9,"M",15,"PF"
9,"M",16,"PF"
49,"M",37,"DO"
29,"F",20,"OT"
48,"M",38,"DO"
9,"M",16,"PF"
15,"F",17,"RM"
51,"M",37,"DO"
22,"M",22,"PP"
13,"M",16,"RM"
49,"M",38,"DM"
17,"F",22,"PP"
26,"F",20,"OT"
46,"M",34,"DM"
50,"F",35,"DM"
8,"F",16,"PF"
16,"F",21,"PP"
19,"M",21,"PP"
55,"F",35,"DO"
9,"F",16,"PF"
8,"M",15,"PF"
24,"F",22,"PP"
19,"M",22,"PP"
19,"M",20,"PM"
56,"M",34,"DO"
19,"M",22,"PP"
33,"F",34,"DM"
48,"M",35,"DM"
38,"F",20,"OT"
44,"M",38,"DM"
13,"F",17,"RM"
24,"M",21,"PM"
20,"M",21,"PP"
9,"F",15,"PF"
27,"M",20,"OT"
10,"M",16,"RM"
22,"M",24,"PP"
45,"M",36,"DM"
50,"M",35,"DM"
22,"M",22,"PP"
54,"F",38,"DM"
8,"M",14,"PF"
23,"M",20,"PP"
12,"M",17,"RM"
22,"M",23,"PP"
22,"M",21,"PM"
16,"F",21,"PM"
49,"M",38,"DM"
47,"M",37,"DM"
,"M",22,"PP"
20,"F",22,"PP"
29,"M",20,"OT"
17,"M",19,"PM"
25,"F",20,"PM"
30,"F",20,"OT"
,,,"AH"
29,"F",21,"PM"
20,"F",18,"OT"
32,"F",20,"OT"
19,"M",20,"OT"
48,"F",35,"DM"
48,"M",36,"DM"
23,"M",20,"PE"
20,"M",22,"PP"
20,"F",22,"PP"
26,"M",26,"PB"
31,"M",21,"OT"
23,"M",19,"PE"
42,"F",25,"PB"
144,"F",32,"NL"
48,"M",39,"DM"
43,"F",27,"SO"
8,"F",16,"PF"
20,"F",20,"OT"
26,"F",21,"PM"
24,"M",23,"PP"
37,"M",37,"DM"
23,"M",22,"PE"
31,"M",26,"PB"
23,"F",20,"PM"
22,"M",22,"PP"
44,"F",34,"DM"
18,"M",21,"PM"
20,"F",20,"PM"
10,"F",16,"PF"
214,"F",33,"NL"
47,"M",37,"DM"
9,"M",15,"PF"
49,"M",38,"DM"
28,"M",20,"OT"
21,"F",20,"PM"
12,"F",19,"OT"
62,"M",31,"NL"
26,"M",26,"PB"
,,,"AH"
22,"F",21,"PP"
23,"F",23,"PP"
10,"M",15,"PF"
20,"M",22,"PP"
49,"M",37,"DM"
21,"F",22,"PP"
25,"M",26,"PB"
52,"M",36,"DO"
54,"F",36,"DM"
20,"F",21,"PP"
20,"F",22,"PP"
17,"F",17,"RM"
42,"M",36,"DM"
12,"M",16,"RM"
50,"M",37,"DM"
49,"F",37,"DM"
52,"M",34,"DO"
24,"F",20,"PM"
21,"M",21,"PP"
21,"F",23,"PP"
,,,"AH"
22,"M",21,"PP"
24,"F",19,"PM"
22,"M",20,"OT"
26,"F",21,"PM"
22,"M",20,"OT"
18,"M",21,"PP"
20,"M",22,"PP"
27,"M",20,"OT"
20,"M",22,"PP"
13,"M",19,"PM"
18,"M",20,"PP"
,,,"AH"
56,"M",29,"DO"
27,"M",21,"OT"
20,"F",22,"PP"
11,"F",16,"OT"
16,"M",22,"PP"
49,"F",35,"DO"
64,"F",30,"NL"
33,"M",35,"DM"
22,"M",23,"PP"
22,"M",21,"PM"
,"F",21,"OT"
28,"F",20,"PM"
13,"F",20,"PM"
13,"F",17,"RM"
43,"F",36,"DM"
8,"F",15,"PF"
50,"F",35,"DO"
54,"F",35,"DO"
26,"M",22,"PE"
18,"F",21,"PP"
36,"F",35,"DM"
8,"F",15,"PF"
25,"M",22,"PM"
10,"M",16,"PF"
21,"M",21,"PM"
45,"M",36,"DM"
12,"F",17,"RM"
20,"F",20,"OT"
13,"F",20,"PM"
50,"F",34,"DO"
100,"F",28,"SO"
63,"F",30,"NL"
42,"M",36,"DM"
9,"F",15,"PF"
23,"F",22,"PP"
46,"F",36,"DM"
28,"F",22,"PM"
32,"M",35,"DO"
70,"M",31,"NL"
25,"M",27,"PB"
28,"F",21,"PE"
19,"M",20,"OT"
48,"F",36,"DM"
9,"M",16,"PF"
47,"F",33,"DO"
36,"M",26,"PB"
49,"M",38,"DM"
22,"F",21,"PP"
23,"F",23,"PP"
24,"F",24,"PP"
22,"F",19,"PM"
22,"M",23,"PH"
13,"M",23,"PP"
47,"M",34,"DO"
8,"M",17,"RM"
17,"M",25,"PB"
50,"F",33,"DO"
7,"F",15,"PF"
28,"M",28,"PB"
11,"M",16,"RM"
21,"F",22,"SO"
25,"F",21,"PM"
28,"F",19,"PM"
9,"M",15,"PF"
11,"M",17,"RM"
9,"M",15,"PF"
22,"F",21,"PM"
7,"M",19,"PM"
7,"M",18,"PM"
9,"M",15,"PF"
40,"F",37,"DM"
27,"F",,"PE"
7,"M",15,"PF"
12,"F",,"RM"
46,"F",35,"DO"
20,"F",22,"PP"
20,"M",22,"PP"
59,"M",38,"DO"
21,"M",23,"PP"
31,"F",22,"OT"
44,"M",31,"DO"
26,"F",20,"OT"
10,"M",15,"PF"
29,"F",21,"OT"
10,"M",17,"PF"
63,"F",37,"DO"
41,"M",33,"DM"
31,"F",21,"OT"
18,"M",20,"PP"
21,"M",24,"PP"
40,"F",22,"OL"
52,"M",36,"DO"
22,"M",23,"PP"
47,"F",37,"DM"
20,"M",26,"PB"
18,"M",21,"PP"
48,"M",35,"DM"
18,"M",18,"PE"
9,"F",15,"PF"
41,"F",27,"PB"
21,"M",21,"PP"
52,"M",37,"DM"
22,"M",22,"PP"
50,"M",35,"DO"
67,"F",38,"DO"
46,"M",36,"DO"
26,"F",34,"DO"
24,"F",21,"PM"
44,"F",37,"DM"
23,"M",22,"PM"
51,"M",38,"DO"
21,"F",22,"PP"
22,"M",26,"PB"
23,"M",27,"PB"
19,"M",,"PP"
21,"F",22,"PP"
16,"F",21,"PP"
18,"F",17,"RM"
46,"M",36,"DO"
40,"M",35,"DM"
,,,"AH"
45,"M",37,"DO"
52,"M",35,"DM"
23,"F",19,"PM"
12,"M",22,"PP"
36,"F",36,"DM"
31,"M",20,"OT"
30,"F",28,"PB"
16,"M",21,"PP"
44,"M",37,"DM"
23,"M",23,"PP"
22,"M",21,"PM"
,,,"AH"
47,"F",27,"PB"
50,"F",33,"DO"
31,"F",20,"OT"
40,"F",35,"DM"
46,"F",33,"DO"
50,"F",36,"DM"
11,"F",20,"OT"
11,"M",15,"PF"
44,"F",33,"DM"
22,"M",22,"PP"
21,"M",19,"PP"
64,"F",36,"DO"
,,,"SS"
8,"M",15,"PF"
58,"F",36,"DM"
56,"M",36,"DM"
49,"M",36,"DM"
18,"F",21,"PP"
50,"M",37,"DM"
49,"M",37,"DO"
8,"M",16,"PF"
35,"M",28,"PB"
23,"M",21,"PM"
23,"M",22,"PP"
45,"M",36,"DM"
8,"M",15,"PF"
49,"M",37,"DM"
46,"M",37,"DM"
26,"F",22,"PM"
20,"F",19,"PP"
49,"F",36,"DM"
54,"M",36,"DO"
48,"F",36,"DM"
,"M",23,"PP"
20,"M",22,"PP"
29,"M",26,"PB"
44,"M",35,"DM"
19,"M",22,"PP"
28,"M",19,"OT"
33,"F",21,"OT"
27,"F",27,"PB"
19,"M",,"PB"
28,"F",20,"OT"
32,"F",24,"PP"
25,"F",20,"OT"
29,"F",18,"OT"
50,"M",34,"DO"
21,"F",25,"PB"
22,"F",20,"OT"
28,"M",27,"PB"
25,"F",21,"OT"
46,"M",36,"DM"
48,"M",35,"DO"
52,"M",38,"DM"
42,"F",37,"DM"
147,"F",34,"NL"
29,"F",26,"PB"
9,"M",16,"PF"
20,"F",20,"PP"
31,"M",26,"PB"
19,"F",22,"PP"
13,"M",22,"PP"
15,"M",22,"PP"
16,"M",20,"OL"
20,"F",20,"PE"
,,,"SS"
7,"M",15,"PF"
31,"M",27,"PB"
38,"F",26,"PB"
19,"F",21,"PP"
48,"F",34,"DO"
41,"F",26,"PB"
28,"F",27,"PB"
25,"F",20,"OT"
31,"F",27,"PB"
9,"F",16,"PF"
11,"F",18,"OT"
19,"M",19,"PM"
23,"F",20,"PM"
57,"M",37,"DO"
18,"M",19,"OT"
7,"F",16,"PF"
22,"F",21,"PM"
49,"M",36,"DO"
22,"M",23,"PP"
20,"M",21,"PM"
29,"F",20,"OT"
49,"F",34,"DO"
45,"M",34,"DO"
49,"M",36,"DM"
36,"F",28,"PB"
45,"M",36,"DO"
49,"F",32,"DO"
9,"M",17,"PF"
42,"M",37,"DM"
50,"M",38,"DM"
17,"F",19,"PM"
21,"M",19,"OT"
19,"F",21,"PP"
33,"M",26,"PB"
28,"M",21,"OT"
14,"M",22,"PP"
15,"M",21,"PP"
21,"F",22,"PP"
19,"M",21,"PM"
29,"F",21,"PM"
19,"M",21,"PM"
35,"M",27,"PB"
9,"F",21,"PP"
17,"M",22,"PP"
33,"M",27,"PB"
19,"M",20,"OT"
28,"M",27,"PB"
21,"M",20,"OT"
48,"M",37,"DO"
25,"M",20,"OT"
28,"M",26,"PB"
9,"M",15,"PF"
43,"F",37,"DM"
24,"F",24,"PB"
29,"M",28,"PB"
,,,"AH"
31,"F",21,"OT"
48,"M",38,"DM"
29,"F",37,"DO"
10,"M",16,"RM"
48,"M",36,"DO"
42,"M",27,"PB"
8,"F",14,"PF"
24,"M",21,"PE"
46,"M",34,"DM"
34,"M",26,"PB"
10,"M",16,"PF"
37,"M",26,"PB"
20,"F",20,"PM"
193,"M",34,"NL"
43,"M",36,"DM"
28,"F",26,"PB"
117,"M",32,"NL"
27,"M",20,"OT"
47,"F",35,"DO"
47,"M",36,"DO"
22,"M",21,"PE"
17,"M",20,"PM"
47,"M",35,"DO"
21,"F",22,"OT"
40,"M",32,"DO"
10,"M",21,"PP"
22,"F",20,"PP"
24,"F",27,"PB"
16,"F",22,"OT"
14,"F",17,"RM"
59,"M",39,"DO"
42,"M",36,"DM"
30,"M",22,"OT"
20,"M",20,"PM"
109,"M",33,"NL"
52,"M",37,"DO"
26,"F",22,"PM"
22,"F",22,"PP"
17,"F",20,"OT"
36,"F",35,"DM"
23,"M",20,"OT"
,,,"AH"
14,"M",22,"PP"
24,"F",20,"PM"
19,"F",23,"PP"
50,"M",35,"DM"
44,"F",37,"DM"
43,"F",36,"DM"
92,"F",34,"NL"
18,"M",22,"PP"
13,"F",20,"PP"
16,"F",21,"PM"
45,"M",38,"DM"
28,"M",21,"OT"
20,"M",22,"PP"
22,"F",21,"PM"
186,"F",33,"NL"
48,"M",35,"DO"
14,"F",22,"PP"
19,"F",22,"PP"
10,"M",16,"PF"
44,"F",36,"DM"
42,"M",35,"DM"
7,"F",15,"PF"
47,"M",37,"DM"
18,"F",22,"PP"
18,"F",21,"PM"
43,"M",36,"DM"
49,"M",36,"DM"
21,"M",20,"OT"
31,"F",22,"OT"
17,"F",21,"OT"
15,"M",21,"PP"
48,"M",38,"DO"
,"F",,"PP"
31,"M",36,"DM"
12,"M",16,"RM"
38,"F",36,"DM"
28,"M",21,"OT"
,,,"AH"
21,"M",19,"OT"
30,"F",26,"PB"
24,"F",21,"PM"
,"F",,"OT"
26,"M",33,"DO"
12,"M",21,"PP"
28,"M",20,"OT"
,"F",,"DM"
52,"M",35,"DO"
20,"F",21,"PM"
19,"F",21,"PP"
,,,"AH"
44,"M",35,"DM"
36,"M",36,"DM"
10,"M",21,"PP"
10,"M",22,"PP"
44,"M",33,"DM"
27,"F",20,"PM"
43,"F",35,"DM"
22,"M",23,"PP"
8,"M",15,"PF"
33,"F",21,"OT"
22,"F",22,"PP"
38,"F",19,"OT"
11,"F",22,"PP"
48,"M",38,"DM"
49,"M",38,"DM"
,,,"AH"
21,"M",21,"PM"
29,"M",22,"PM"
49,"F",34,"DM"
27,"F",32,"DM"
49,"M",36,"DM"
,,,"AH"
44,"F",36,"DM"
19,"M",22,"PM"
42,"F",35,"DO"
42,"F",35,"DM"
31,"M",21,"OT"
17,"M",21,"PM"
12,"M",17,"RM"
,,,"AH"
45,"F",36,"DM"
44,"F",37,"DO"
21,"M",23,"PP"
9,"M",15,"PF"
17,"M",21,"PP"
44,"F",38,"DM"
17,"F",23,"PP"
34,"M",37,"DM"
19,"M",21,"PE"
18,"M",21,"PM"
20,"M",23,"PP"
18,"F",22,"PP"
21,"M",22,"PP"
15,"M",21,"PM"
18,"M",19,"PE"
25,"F",22,"PM"
19,"F",22,"PP"
13,"M",19,"RM"
,,,"CB"
20,"M",20,"OT"
34,"F",21,"OT"
21,"M",22,"PP"
20,"F",21,"PP"
10,"M",17,"RM"
9,"F",16,"PF"
21,"M",21,"PM"
27,"F",25,"PB"
10,"M",16,"PF"
39,"M",33,"DM"
14,"M",21,"PP"
49,"M",37,"DM"
15,"F",19,"PM"
21,"M",26,"PB"
16,"F",21,"PM"
20,"F",22,"PP"
47,"M",35,"DM"
53,"M",36,"DM"
30,"F",19,"PM"
19,"F",26,"PB"
30,"M",26,"PB"
41,"F",36,"DM"
19,"F",21,"PP"
9,"M",20,"PP"
,,,"PM"
12,"F",21,"PP"
47,"M",38,"DM"
,,,"AH"
18,"M",20,"PM"
40,"M",34,"DM"
30,"F",18,"PM"
30,"F",26,"PB"
20,"F",20,"PE"
22,"F",25,"PB"
19,"M",21,"PM"
41,"F",35,"DM"
25,"F",26,"PB"
94,"M",31,"NL"
198,"F",32,"NL"
9,"F",19,"PP"
25,"F",25,"PB"
7,"M",14,"PF"
17,"F",26,"PB"
22,"M",22,"PP"
21,"F",21,"PM"
19,"M",26,"PB"
44,"F",38,"DM"
16,"F",19,"PM"
8,"F",15,"PF"
31,"M",26,"PB"
18,"F",21,"PP"
28,"F",22,"PP"
11,"M",17,"RM"
17,"F",21,"PM"
25,"F",20,"OT"
12,"M",22,"PP"
31,"M",27,"PB"
51,"F",36,"DM"
39,"F",35,"DM"
21,"F",22,"PP"
30,"F",26,"PB"
30,"M",28,"PB"
43,"M",36,"DM"
11,"M",19,"PE"
17,"F",26,"PB"
21,"F",23,"PP"
29,"M",28,"PB"
18,"M",25,"PB"
20,"F",21,"OT"
23,"F",22,"PM"
17,"F",23,"PP"
28,"M",27,"PB"
44,"M",35,"DM"
20,"F",22,"PP"
46,"F",37,"DM"
9,"M",17,"PF"
7,"F",16,"PF"
15,"F",22,"PP"
47,"F",37,"DM"
14,"M",18,"OT"
20,"M",22,"PP"
44,"M",36,"DO"
41,"F",38,"DM"
26,"F",21,"OT"
24,"M",20,"OT"
22,"M",23,"PP"
15,"F",20,"PP"
32,"M",27,"PB"
15,"F",22,"PP"
13,"F",20,"PM"
48,"M",38,"DM"
34,"M",39,"DO"
15,"F",22,"PP"
18,"M",23,"PP"
50,"F",34,"DO"
8,"F",16,"PF"
15,"M",21,"PE"
17,"F",23,"PP"
37,"M",37,"DM"
18,"M",22,"PP"
21,"F",20,"PP"
49,"F",37,"DO"
19,"F",20,"PP"
44,"M",36,"DM"
48,"M",33,"DO"
11,"M",17,"RM"
20,"M",20,"PE"
10,"M",16,"RM"
9,"M",16,"RM"
49,"M",36,"DM"
34,"F",36,"DO"
34,"M",27,"PB"
7,"M",15,"RM"
44,"F",37,"DM"
28,"M",36,"DO"
35,"F",26,"PB"
39,"M",32,"DM"
8,"F",16,"PF"
12,"F",20,"PM"
39,"M",34,"DM"
30,"F",36,"DM"
14,"M",20,"OT"
155,"F",32,"NL"
15,"F",20,"PE"
20,"F",22,"PP"
24,"F",26,"PB"
16,"F",22,"PP"
20,"F",23,"PP"
13,"F",21,"PP"
18,"F",21,"PP"
12,"M",22,"PP"
15,"F",19,"PM"
22,"F",22,"PP"
31,"M",34,"DM"
13,"M",22,"PP"
13,"M",22,"PP"
21,"M",20,"PM"
37,"F",35,"DM"
36,"M",38,"DO"
17,"F",22,"PP"
8,"F",16,"PF"
29,"M",25,"PB"
30,"M",23,"PM"
30,"F",21,"PM"
14,"F",21,"PP"
19,"M",21,"PM"
15,"F",22,"PP"
48,"M",36,"DO"
113,"F",50,"DS"
21,"M",26,"PB"
27,"M",20,"OT"
7,"F",15,"PF"
24,"M",21,"OT"
28,"F",35,"DM"
9,"M",15,"PF"
42,"F",35,"DM"
,,,"SS"
21,"F",26,"PB"
29,"F",24,"PB"
28,"F",21,"OT"
20,"F",22,"PM"
50,"M",36,"DM"
41,"M",37,"DM"
26,"F",21,"OT"
20,"M",22,"PP"
28,"F",26,"PB"
46,"F",36,"DO"
12,"M",21,"PP"
48,"M",38,"DM"
147,"F",32,"NL"
18,"F",22,"PP"
22,"F",19,"OT"
45,"M",36,"DM"
46,"M",36,"DM"
31,"F",32,"DM"
6,"M",16,"PF"
15,"F",21,"PP"
17,"F",22,"PB"
,,,"SS"
17,"M",20,"PE"
24,"F",24,"PP"
15,"F",23,"PP"
22,"M",21,"OT"
21,"F",22,"PP"
21,"M",20,"PM"
30,"M",20,"OT"
16,"M",21,"PP"
17,"M",21,"PM"
48,"M",36,"DM"
25,"M",17,"PB"
194,"F",32,"NL"
38,"M",34,"DO"
27,"F",20,"PM"
8,"F",16,"PF"
16,"F",21,"PL"
37,"M",27,"PB"
39,"M",26,"PB"
26,"M",20,"OT"
10,"M",15,"PF"
28,"M",21,"OT"
32,"M",27,"PB"
18,"F",20,"PM"
37,"F",28,"PB"
7,"M",16,"PF"
47,"M",37,"DO"
22,"F",21,"PM"
41,"F",39,"DM"
41,"F",35,"DM"
30,"M",21,"OT"
41,"F",35,"DM"
14,"M",20,"PM"
19,"F",22,"PP"
22,"M",20,"OT"
28,"M",26,"PB"
29,"M",21,"OT"
25,"M",20,"OT"
16,"M",20,"PE"
13,"M",22,"PP"
22,"F",21,"PP"
21,"F",24,"PP"
22,"F",23,"PP"
47,"F",34,"DO"
18,"M",22,"PP"
18,"F",21,"PE"
20,"M",22,"PP"
40,"F",36,"DM"
39,"F",35,"DM"
44,"F",34,"DO"
9,"F",15,"PF"
26,"F",26,"PB"
22,"M",23,"PM"
20,"M",21,"PP"
42,"M",37,"DM"
,,,"SS"
30,"M",27,"PB"
17,"F",21,"PP"
22,"M",21,"PM"
35,"F",29,"PB"
7,"M",14,"PF"
46,"M",37,"DO"
19,"M",21,"PM"
40,"M",35,"DM"
8,"F",15,"PF"
16,"F",20,"PM"
43,"F",37,"DM"
12,"F",22,"PP"
18,"F",22,"PP"
7,"F",16,"PF"
25,"M",20,"PM"
10,"M",16,"PF"
11,"M",18,"RM"
29,"F",26,"PB"
35,"F",19,"OT"
15,"F",23,"PP"
32,"M",27,"PB"
28,"F",26,"PB"
13,"M",21,"PP"
47,"M",34,"DM"
11,"F",23,"PP"
44,"M",36,"DO"
,"F",36,"NL"
20,"F",23,"PP"
30,"F",27,"PB"
48,"M",37,"DM"
10,"M",18,"PL"
15,"M",20,"PM"
47,"M",36,"DM"
30,"M",27,"PB"
18,"F",22,"PL"
30,"M",26,"PB"
15,"F",21,"PP"
26,"F",20,"OT"
20,"M",22,"PM"
16,"F",21,"PP"
14,"F",22,"PP"
7,"M",15,"PF"
12,"F",22,"PP"
46,"M",37,"DM"
32,"M",36,"DO"
53,"M",36,"DO"
17,"F",21,"PP"
16,"F",23,"PP"
19,"M",21,"PM"
,,,"SA"
8,"M",15,"PF"
28,"M",26,"PB"
8,"M",16,"PF"
49,"M",35,"DO"
25,"F",,"PM"
38,"M",36,"DO"
,,,"PP"
,,,"SS"
12,"M",22,"PP"
18,"F",21,"PP"
20,"M",21,"OT"
45,"F",35,"DM"
11,"F",21,"PP"
42,"F",36,"DO"
7,"M",16,"PF"
22,"M",21,"PM"
40,"M",27,"PB"
15,"F",20,"PP"
51,"M",34,"DM"
30,"M",27,"PB"
46,"M",36,"DO"
19,"M",21,"PM"
14,"M",21,"PP"
24,"F",26,"PB"
18,"F",23,"PP"
23,"F",26,"PB"
,,,"SS"
38,"M",26,"SH"
39,"M",27,"PB"
13,"F",20,"PM"
7,"F",15,"PF"
34,"M",28,"PB"
10,"F",15,"PF"
42,"M",36,"DO"
21,"F",23,"PP"
36,"M",28,"PB"
16,"M",23,"PP"
33,"M",26,"PB"
42,"F",37,"DM"
38,"F",31,"SH"
17,"M",22,"PP"
22,"F",22,"PP"
40,"M",35,"DO"
42,"F",37,"DM"
15,"M",22,"PP"
30,"M",20,"OT"
14,"F",23,"PP"
11,"F",16,"RM"
28,"F",26,"PB"
14,"M",21,"PP"
30,"M",27,"PB"
42,"M",38,"DM"
24,"F",21,"OT"
35,"M",28,"PB"
15,"F",22,"PP"
11,"M",16,"RM"
48,"M",35,"DO"
49,"M",38,"DM"
22,"M",21,"PM"
22,"M",20,"PM"
47,"M",38,"DM"
42,"M",37,"DM"
46,"M",35,"DM"
31,"F",26,"PB"
22,"F",21,"PM"
34,"M",27,"PB"
,,,"AH"
28,"F",20,"OT"
30,"M",26,"PB"
18,"F",21,"PP"
31,"F",25,"PB"
17,"M",22,"PP"
46,"M",35,"DM"
44,"F",35,"DM"
34,"M",36,"DO"
23,"M",20,"OT"
7,"M",16,"PF"
8,"F",15,"PF"
21,"M",20,"OT"
24,"F",20,"OT"
15,"M",22,"PP"
18,"F",22,"PP"
40,"M",32,"DO"
15,"F",20,"PP"
13,"M",17,"RM"
13,"F",22,"PP"
14,"F",22,"PP"
41,"F",37,"DM"
40,"F",22,"OL"
13,"M",22,"PP"
15,"F",21,"PP"
19,"F",20,"OT"
9,"M",17,"RM"
27,"M",26,"PB"
37,"F",35,"DM"
6,"M",16,"PF"
33,"F",26,"PB"
14,"F",21,"PP"
49,"M",36,"DM"
30,"M",25,"PB"
29,"F",26,"PB"
39,"M",38,"DM"
44,"M",33,"DO"
20,"M",22,"OT"
,,,"NL"
44,"F",35,"DM"
37,"M",27,"PB"
22,"F",23,"PP"
49,"M",37,"DM"
10,"F",15,"PF"
8,"F",16,"PF"
18,"M",21,"PP"
14,"M",22,"PP"
10,"M",15,"PF"
138,"F",32,"NL"
27,"F",26,"PB"
32,"F",36,"DM"
22,"F",20,"PL"
21,"F",22,"PP"
26,"M",27,"PB"
51,"M",37,"DM"
47,"F",36,"DO"
22,"F",20,"PE"
36,"M",37,"DM"
42,"M",37,"DO"
18,"M",20,"OT"
45,"M",37,"DM"
47,"M",37,"DM"
18,"F",22,"PP"
37,"M",28,"PB"
23,"F",20,"OT"
118,"F",49,"DS"
34,"M",38,"DM"
23,"M",20,"PM"
43,"M",35,"DM"
41,"M",28,"PB"
18,"F",23,"PP"
19,"F",20,"PE"
8,"F",15,"PF"
11,"M",17,"RM"
7,"F",16,"PF"
20,"F",21,"PP"
18,"F",20,"PM"
11,"F",15,"RM"
208,"F",,"NL"
38,"M",28,"PB"
19,"M",23,"PP"
21,"F",,"OT"
42,"F",35,"DM"
17,"F",22,"PP"
27,"F",25,"PB"
9,"F",15,"PF"
49,"F",36,"DM"
55,"M",36,"DO"
42,"M",35,"DM"
18,"M",20,"PE"
56,"M",37,"DM"
17,"F",22,"PP"
19,"F",23,"PP"
47,"F",34,"DO"
38,"M",35,"DM"
26,"M",21,"PM"
21,"F",21,"PM"
43,"M",37,"DM"
28,"M",20,"OT"
30,"M",26,"PB"
23,"F",22,"PP"
31,"F",26,"PB"
80,"F",30,"SH"
29,"M",27,"PB"
180,"F",30,"NL"
19,"F",20,"OT"
15,"F",22,"PP"
24,"M",20,"OT"
14,"M",22,"PP"
17,"F",21,"PP"
8,"F",17,"PF"
8,"M",15,"PF"
29,"M",21,"OT"
36,"M",38,"DO"
22,"M",,"PM"
17,"M",22,"PP"
42,"M",28,"PB"
8,"M",17,"PF"
9,"M",15,"PF"
11,"F",20,"PP"
40,"F",37,"DM"
20,"M",23,"PP"
10,,20,"PP"
18,"M",22,"PP"
17,"M",21,"PP"
17,"M",23,"PP"
10,"M",16,"RM"
49,"M",37,"DO"
8,"M",15,"PF"
11,"M",21,"PP"
32,"M",28,"PB"
25,"F",20,"OT"
,,,"AH"
16,"F",21,"PP"
